table_name,column_ordinal,column_name,declared_type,is_not_null,pk_position
ORD_RetailOrder,30,InvoiceNbr,varchar(40),0,0
ORD_RetailOrder,31,InvoiceDate,datetime,0,0
ORD_RetailOrder,32,InvoiceAmount,money,0,0
ORD_RetailOrder,33,AmountPaid,money,0,0
ORD_RetailOrder,34,DatePaid,datetime,0,0
ORD_RetailOrder,35,CabinetBrandID,INT,0,0
ORD_RetailOrder,36,PSIProject,bit,1,0
ORD_RetailOrder,37,EDIAmountPaid,money,0,0
ORD_RetailOrder,38,EDIAmountInvoiced,money,0,0
ORD_RetailOrder,39,EDIDiscountTaken,money,0,0
ORD_RetailOrder,40,CheckNumber,varchar(100),0,0
ORD_RetailOrder,41,EDIFlag,bit,0,0
ORD_RetailOrder,42,PurchaseOrderTypeCode,varchar(2),0,0
ORD_RetailOrder,43,StoreSampleOrder,bit,1,0
ORD_RetailOrder,44,ShipToCustName,varchar(40),0,0
ORD_RetailOrder,45,ShipToCustPhone,varchar(25),0,0
ORD_RetailOrder,46,WarrantyNumber,varchar(40),0,0
ORD_RetailOrder,47,QuickBooksPayableFlag,bit,1,0
ORD_RetailOrder,48,QuickBooksInvoiceFlag,bit,1,0
ORD_RetailOrder,49,VoucherNumber,varchar(100),0,0
ORD_RetailOrder,50,CancellationReason,INT,0,0
ORD_RetailOrder,51,CFICheckNumber,varchar(20),0,0
ORD_RetailOrder,52,CFIAmountPaid,money,0,0
ORD_RetailOrder,53,CFIDatePaid,date,0,0
ORD_RetailOrder,54,CFIInvoiceNumber,varchar(40),0,0
ORD_RetailOrder,55,AcceptedReturnPolicy,bit,1,0
ORD_RetailOrder,56,DealerCancellationReason,INT,0,0
ORD_RetailOrder,57,WH_Pct,"decimal(6,3)",0,0
ORD_RetailOrder,58,POAmount,money,0,0
ORD_RetailOrder,59,FCB2BFlag,bit,1,0
ORD_RetailOrder,60,QBPayableDownloadedDate,datetime,0,0
ORD_RetailOrder,61,CompanyInterchangeID,varchar(20),0,0
ORD_RetailOrder,62,QBDeaRetInvDownloadedDate,datetime,0,0
ORD_RetailOrder,63,PendingCheckDate,date,0,0
ORD_RetailOrder,64,DeliveryDate,date,0,0
ORD_RetailOrder,65,StoreDelivery,bit,1,0
ORD_RetailOrder,66,FollowUpDate,date,0,0
ORD_RetailOrder,67,IMS,bit,1,0
ORD_RetailOrder,68,ActualMeasureDate,date,0,0
ORD_RetailOrder,69,MorawareJobID,INT,0,0
ORD_RetailOrder,70,BusinessIdentificationNumber,varchar(50),0,0
ORD_RetailOrder,71,MasterReferenceNumber,varchar(5),0,0
ORD_RetailOrder,72,CustomerContactDate,date,0,0
ORD_RetailOrder,73,ReadyToMeasureOrTemplateDate,date,0,0
ORD_RetailOrder,74,Invoiced,bit,1,0
ORD_RetailOrder,75,IsGS1128,bit,1,0
ORD_RetailOrder,76,IsPVReviewNeeded,bit,1,0
ORD_RetailOrder,77,IMSPOStatus,varchar(100),0,0
ORD_RetailOrder,78,IMSJobStatus,varchar(100),0,0
ORD_RetailOrder,79,IME,bit,1,0
ORD_RetailOrder,80,IMEStatus,varchar(100),0,0
ORD_RetailOrder,81,ScheduledDeliveryDate,datetime,0,0
ORD_RetailOrder,82,IMSJobName,varchar(200),0,0
ORD_RetailOrder,83,IsPendingMoreInfo,bit,1,0
ORD_RetailOrder,84,PVReviewRequester,nvarchar(128),0,0
ORD_RetailOrder,85,IsPVCommunicationRequested,bit,1,0
ORD_RetailOrder,86,PVCommunicationRequester,nvarchar(128),0,0
ORD_RetailOrder,87,IMEIgnoreConfirmation,bit,1,0
ORD_RetailOrder,88,ProjectedInstallationDate,date,0,0
ORD_RetailOrder,89,RescheduleReasonID,INT,0,0
ORD_RetailOrder,90,InvoiceAssistanceRequested,bit,1,0
ORD_RetailOrder,91,TemplateRescheduleReasonID,INT,0,0
ORD_RetailOrder,92,ProxyDealerCompanyID,INT,0,0
ORD_RetailOrder,93,DealerRetail,money,0,0
ORD_RetailOrder,94,SCEstAmount,money,0,0
ORD_RetailOrder,95,SCCFIEstAmount,money,0,0
ORD_RetailOrder,96,SCSageEstAmount,money,0,0
ORD_RetailOrder,97,SCCheckNumber,varchar(20),0,0
ORD_RetailOrder,98,SCAmountPaid,money,0,0
ORD_RetailOrder,99,SCCFIAmountPaid,money,0,0
ORD_RetailOrder,100,SCSageAmountPaid,money,0,0
ORD_RetailOrder,101,SCDatePaid,datetime,0,0
ORD_RetailOrder,102,CFIOverride,bit,1,0
ORD_RetailOrder,103,LTRScore,INT,0,0
ORD_RetailOrder,104,Craftsmanship,INT,0,0
ORD_RetailOrder,105,Professionalism,INT,0,0
ORD_RetailOrder,106,EDIInvoiceNumber,varchar(12),0,0
ORD_RetailOrder,107,PendingTypeID,INT,0,0
ORD_RetailOrder,108,PendingReasonID,INT,0,0
ORD_RetailOrder,109,CustomPendingReason,varchar(500),0,0
ORD_RetailOrder,110,PendingStartDate,datetime,0,0
ORD_RetailOrder,111,PendingEndDate,datetime,0,0
ORD_RetailOrder,112,SetToPendingBy,nvarchar(128),0,0
ORD_RetailOrder,113,CustomerNotificationsHalted,bit,0,0
ORD_RetailOrder,114,DistanceToCFIInMiles,"decimal(10,2)",0,0
ORD_RetailOrder,115,QuoteNumber,varchar(40),0,0
ORD_RetailOrder,116,SlabSelectedDate,datetime,0,0
ORD_RetailOrder,117,InvoiceEmailed,bit,1,0
ORD_RetailOrder,118,TemplateCreatedDate,datetime,0,0
ORD_RetailOrder,119,CabinetsOrdered,bit,1,0
ORD_RetailOrder,120,EstimatedCabinetDeliveryDate,date,0,0
ORD_RetailOrder,121,ScheduledInstallStartDate,date,0,0
ORD_RetailOrder,122,ScheduledInstallCompletionDate,date,0,0
ORD_RetailOrder,123,ActualInstallStartDate,date,0,0
ORD_RetailOrder,124,ActualInstallCompletionDate,date,0,0
ORD_RetailOrder,125,IsCabinetInstallIncomplete,bit,0,0
ORD_RetailOrder,126,CabinetInstallIncompleteReason,INT,0,0
ORD_RetailOrder,127,CabinetPOReceivedDate,date,0,0
ORD_RetailOrder,128,OrderGroupID,INT,0,0
ORD_RetailOrder,129,QuickBooksProcessedFlag,bit,0,0
ORD_RetailOrder,130,ScheduledDisconnectDate,date,0,0
ORD_RetailOrder,131,ScheduledReconnectDate,date,0,0
ORD_RetailOrder,132,ReadyForDisconnectDate,date,0,0
ORD_RetailOrder,133,ReadyForReconnectDate,date,0,0
ORD_RetailOrder,134,CabinetShipDate,date,0,0
ORD_RetailOrder,135,CarrierName,varchar(100),0,0
ORD_RetailOrder,136,TrackingNumber,varchar(100),0,0
ORD_RetailOrder,137,ProjectCoordinatorID,INT,0,0
ORD_RetailOrder,138,LowerCabinetsPlumbLevelDate,date,0,0
ORD_RetailOrder,139,RONumberSuffix,varchar(40),0,0
ORD_RetailOrder,140,ProjectVerificationSpecialistID,INT,0,0
ORD_RetailOrder,141,RetailPriceBucketID,INT,0,0
ORD_RetailOrder,142,IsHausPro,bit,1,0
ORD_RetailOrder,143,DeliveryByUserID,INT,0,0
ORD_RetailOrder,144,TemplaterUserID,INT,0,0
ORD_RetailOrder,145,MeasurerUserID,INT,0,0
ORD_RetailOrder,146,InstallerUserID,INT,0,0
ORD_RetailOrder,147,ProjectManagerUserID,INT,0,0
ORD_RetailOrderGroup,0,OrderGroupID,INT,1,0
ORD_RetailOrderGroup,1,CreatedOn,datetime2(2),1,0
ORD_RetailOrderGroup,2,CreatedBy,varchar(50),1,0
ORD_WorkOrder,0,WorkOrderID,INT,1,0
ORD_WorkOrder,1,WONumber,varchar(100),1,0
ORD_WorkOrder,2,WODate,datetime,1,0
ORD_WorkOrder,3,OrderStatusID,INT,1,0
ORD_WorkOrder,4,VendorNumber,varchar(40),0,0
ORD_WorkOrder,5,DealerCompanyID,INT,0,0
ORD_WorkOrder,6,AssignedCompanyID,INT,0,0
ORD_WorkOrder,7,OriginatingROID,INT,0,0
ORD_WorkOrder,8,Description,varchar,0,0
ORD_WorkOrder,9,CustomerName,varchar(50),0,0
ORD_WorkOrder,10,CustomerZip,varchar(20),0,0
ORD_WorkOrder,11,FollowUpDate,date,0,0
ORD_WorkOrder,12,CustomerContactDate,date,0,0
ORD_WorkOrder,13,ScheduledDate,datetime,0,0
ORD_WorkOrder,14,WorkCompleteDate,date,0,0
ORD_WorkOrder,15,GUID,uniqueidentifier,1,0
ORD_WorkOrder,16,CreatedOn,datetime2(2),1,0
ORD_WorkOrder,17,CreatedBy,varchar(50),1,0
ORD_WorkOrder,18,LastUpdatedOn,datetime2(2),1,0
ORD_WorkOrder,19,LastUpdatedBy,varchar(50),1,0
ORD_WorkOrder,20,ReminderSent,bit,1,0
ORD_WorkOrder,21,IMSStatus,varchar(100),0,0
ORD_WorkOrder,22,MorawareJobID,INT,0,0
ORD_WorkOrder,23,IMEStatus,varchar(100),0,0
ORD_WorkOrder,24,CustomerSolutionsRep,varchar(100),0,0
ORD_WorkOrder,25,IssueType,varchar(100),0,0
ORD_WorkOrder,26,IssueSubType,varchar(100),0,0
ORD_WorkOrder,27,IME,bit,1,0
ORD_WorkOrder,28,ProjectNumber,varchar(100),0,0
ORD_WorkOrder,29,PendingTypeID,INT,0,0
ORD_WorkOrder,30,PendingReasonID,INT,0,0
ORD_WorkOrder,31,CustomPendingReason,varchar(500),0,0
ORD_WorkOrder,32,PendingStartDate,datetime,0,0
ORD_WorkOrder,33,PendingEndDate,datetime,0,0
ORD_WorkOrder,34,SetToPendingBy,nvarchar(128),0,0
ORD_WorkOrder,35,TechnicianUserID,INT,0,0
QTE_AdPatchBucketAssigment,8,LastUpdatedBy,varchar(50),1,0
QTE_AdPatchBucketAssigment,9,LastUpdatedOn,datetime2(2),1,0
QTE_AdPatchBucketAssigment,11,StartDate,date,1,0
QTE_AdPatchBucketAssigment,12,EndDate,date,0,0
QTE_FeeBucket,3,StartDate,date,1,0
QTE_FeeBucket,4,EndDate,date,0,0
QTE_FeeBucket,9,LastUpdatedBy,varchar(50),1,0
QTE_FeeBucket,10,LastUpdatedOn,datetime2(2),1,0
QTE_PriceBucket,7,LastUpdatedBy,varchar(50),1,0
QTE_PriceBucket,8,LastUpdatedOn,datetime2(2),1,0
QTE_PriceBucketItem,7,LastUpdatedBy,varchar(50),1,0
QTE_PriceBucketItem,8,LastUpdatedOn,datetime2(2),1,0
QTE_PriceBucketItem,11,StartDate,date,0,0
QTE_PriceBucketItem,12,EndDate,date,0,0
QTE_PriceBucketVersioning,4,StartDate,date,1,0
QTE_PriceBucketVersioning,5,EndDate,date,0,0
QTE_PriceBucketVersioning,12,LastUpdatedOn,datetime2(2),1,0
QTE_PriceBucketVersioning,13,LastUpdatedBy,varchar(50),1,0
QTE_Quote,1,ParentQuoteID,INT,0,0
QTE_Quote,3,QuoteDate,datetime,1,0
QTE_Quote,4,ExpirationDate,datetime,1,0
QTE_Quote,14,CustomerZip,varchar(20),0,0
QTE_Quote,17,LastUpdatedBy,varchar(50),1,0
QTE_Quote,18,LastUpdatedOn,datetime2(2),1,0
QTE_Quote,29,AssignedCompanyID,INT,0,0
QTE_Quote,30,CustomerContactDate,date,0,0
QTE_Quote,31,ScheduledAppointmentDate,datetime,0,0
QTE_Quote,37,PendingTypeID,INT,0,0
QTE_Quote,38,PendingReasonID,INT,0,0
QTE_Quote,39,CustomPendingReason,varchar(500),0,0
QTE_Quote,40,PendingStartDate,datetime,0,0
QTE_Quote,41,PendingEndDate,datetime,0,0
QTE_Quote,42,SetToPendingBy,nvarchar(128),0,0
QTE_Quote,43,SendCustomerEmail,bit,1,0
QTE_TerritoryZipAssignment,0,TerritoryZipID,INT,1,0
QTE_TerritoryZipAssignment,1,PriceTerritoryID,INT,1,0
QTE_TerritoryZipAssignment,2,ZipCode,varchar(30),1,0
SHR_UserLocation,0,LocationID,INT,1,0
SHR_UserLocation,1,CreatedBy,varchar(50),1,0
SHR_UserLocation,2,CreatedOn,datetime2(2),1,0
SHR_UserLocation,3,LastUpdatedBy,varchar(50),1,0
SHR_UserLocation,4,LastUpdatedOn,datetime2(2),1,0
SHR_UserLocation,5,GUID,uniqueidentifier,1,0
SHR_UserLocation,6,UserLocationID,INT,1,0
SHR_UserLocation,7,UserID,INT,1,0
SHR_UserStore,0,UserStoreID,INT,1,0
SHR_UserStore,1,CompanyID,INT,1,0
SHR_UserStore,2,CreatedBy,varchar(50),1,0
SHR_UserStore,3,CreatedOn,datetime2(2),1,0
SHR_UserStore,4,UserID,INT,1,0
SHR_ZipCode,0,ZipCodeID,INT,1,0
SHR_ZipCode,1,ZipCode,varchar(5),1,0
SHR_ZipCode,2,City,varchar(35),1,0
SHR_ZipCode,3,State,varchar(2),1,0
SHR_ZipCode,4,CountryCode,varchar(2),0,0
SHR_ZipCode,5,Latitude,"decimal(12,4)",0,0
SHR_ZipCode,6,Longitude,"decimal(12,4)",0,0
SHR_ZipCode,7,Class,varchar(1),0,0
SHR_ZipCode_ClosestStore,0,ZipCodeID,INT,1,0
SHR_ZipCode_ClosestStore,1,ParentCompanyID,INT,1,0
SHR_ZipCode_ClosestStore,2,ClosestStoreID,INT,1,0
SHR_ZipCode_ClosestStore,3,DistanceToClosestStoreInMeters,INT,0,0
SHR_ZipCode_ClosestStore,4,IsDrivingDistance,bit,1,0
SHR_ZipCode_ClosestStore,5,ID,INT,1,0
SYS_Note,1,ParentGUID,uniqueidentifier,1,0
SYS_Note,8,LastUpdatedBy,varchar(50),1,0
SYS_Note,9,LastUpdatedOn,datetime2(2),1,0
SYS_User,16,LastUpdatedBy,varchar(50),1,0
SYS_User,17,LastUpdatedOn,datetime2(2),1,0
SYS_User,22,IsSendEstimateToCustomers,bit,0,0
SYS_User,30,SendEmailNotification,bit,1,0
