table_name,column_ordinal,column_name,declared_type,is_not_null,pk_position
ORD_InvalidPricing,5,StoreNumber,varchar(40),0,0
ORD_InvalidPricing,10,InvalidPrice,"decimal(10,3)",0,0
ORD_MOProduct,7,LastUpdatedBy,varchar(50),1,0
ORD_MOProduct,8,LastUpdatedOn,datetime2(2),1,0
ORD_MOProduct,16,ProductRequestedShipDate,datetime,0,0
ORD_MOProduct,17,ProductRequestedDeliveryDate,datetime,0,0
ORD_MOProductOption,5,LastUpdatedBy,varchar(50),1,0
ORD_MOProductOption,6,LastUpdatedOn,datetime2(2),1,0
ORD_MaterialOrder,0,MaterialOrderID,INT,1,0
ORD_MaterialOrder,1,MODate,datetime,1,0
ORD_MaterialOrder,2,MOTypeID,INT,0,0
ORD_MaterialOrder,3,ShipToLocationID,INT,1,0
ORD_MaterialOrder,4,COMPONumber,varchar(40),0,0
ORD_MaterialOrder,5,OrderStatusID,INT,1,0
ORD_MaterialOrder,6,RetailOrderID,INT,0,0
ORD_MaterialOrder,7,SalesChannelID,INT,1,0
ORD_MaterialOrder,8,FinLink,bit,1,0
ORD_MaterialOrder,9,MatLink,bit,1,0
ORD_MaterialOrder,10,RequestedShipDate,date,0,0
ORD_MaterialOrder,11,CutCharges,"decimal(7,2)",0,0
ORD_MaterialOrder,12,SalesTax,"decimal(7,2)",0,0
ORD_MaterialOrder,13,CreatedBy,varchar(50),1,0
ORD_MaterialOrder,14,CreatedOn,datetime2(2),1,0
ORD_MaterialOrder,15,LastUpdatedBy,varchar(50),1,0
ORD_MaterialOrder,16,LastUpdatedOn,datetime2(2),1,0
ORD_MaterialOrder,17,GUID,uniqueidentifier,1,0
ORD_MaterialOrder,18,MONumber,varchar(40),1,0
ORD_MaterialOrder,19,CompanyID,INT,0,0
ORD_MaterialOrder,20,ProductLineID,INT,0,0
ORD_MaterialOrder,21,InvoiceNumber,varchar(40),0,0
ORD_MaterialOrder,22,InvoiceDate,date,0,0
ORD_MaterialOrder,23,AmountBilled,money,0,0
ORD_MaterialOrder,24,DatePaid,date,0,0
ORD_MaterialOrder,25,AmountPaid,money,0,0
ORD_MaterialOrder,26,CheckNumber,varchar(40),0,0
ORD_MaterialOrder,27,QuickBooksPayableFlag,bit,1,0
